article,candidate,score,publishedAt
cnns morning show crew tore apart rant protector lonely woman never think abortion win post personally triggered cnn morning crew stunned obsession,Kamala Harris,-0.8681,2024-09-25T14:55:10Z
fox news host say holding debate,Kamala Harris,0.0,2024-09-25T22:01:30Z
brett baier said tuesday believed would agree appear fox news debate former president,Kamala Harris,0.3612,2024-09-25T22:01:30Z
accuse playing political game immigration border visit myah wardpolitico,Kamala Harris,0.0,2024-09-27T09:45:04Z
myah ward politico accuse playing political game immigration border visit vice president making first trip southern border democratic nominee vice president make first,Kamala Harris,0.0,2024-09-27T09:45:04Z
gaining two swing state fox news poll,Kamala Harris,0.4215,2024-09-28T02:45:51Z
wa found lead north carolina pennsylvania within margin error,Kamala Harris,-0.4019,2024-09-28T02:45:51Z
top chef padma lakshmi tout cooking passion presidential endorsement,Kamala Harris,0.6808,2024-09-24T10:40:35Z
skill kitchen earned endorsement worldfamous chefpadma lakshmi host taste nation former top chef judge laid quality wellknown taste cooking bring presidencya,Kamala Harris,0.4767,2024-09-24T10:40:35Z
campaign confronts new ad truth social,Kamala Harris,0.1027,2024-09-29T14:44:25Z
vice president campaign posted new ad saturday urging agree second debate,Kamala Harris,0.3612,2024-09-29T14:44:25Z
jessica tarlov hit back hard fox news cohosts bashing bidenharris praising hurricane helene response,Kamala Harris,0.4767,2024-10-01T15:55:09Z
fox news host jessica tarlov hit back cohosts bashed president biden vice president rattling stunning stream rejoinder post jessica tarlov hit back hard fox news cohosts bashing bidenharris praising,Kamala Harris,0.6908,2024-10-01T15:55:09Z
rage fake news reporter mcdonalds story rally rant vow next week hell try french fry job,Kamala Harris,-0.9287,2024-09-24T16:55:41Z
raged fake news reporter failing report baseless assertion vp lied working mcdonalds post rage fake news reporter mcdonalds story rally rant vow next week hell try french,Kamala Harris,-0.9769,2024-09-24T16:55:41Z
something wrong former advisor warns former president ha lost fighting spirit,Kamala Harris,-0.6369,2024-09-24T13:17:33Z
anthony scaramucci wa pretty sure would clamoring second debate vice president seems sure post something wrong former advisor warns former president ha lost fighting spi,Kamala Harris,0.2263,2024-09-24T13:17:33Z
launch multimilliondollar tv ad blitz hitting concept plan health care sahil kapurnbc news,Kamala Harris,0.4939,2024-10-01T12:05:10Z
sahil kapur nbc news launch multimilliondollar tv ad blitz hitting concept plan health care democratic nominee opening aggressive new front health care seeing winning issue attract voter paint,Kamala Harris,0.8934,2024-10-01T12:05:10Z
netflix cancellation spiked reed hastings donated lucas shawbloomberg,Kamala Harris,0.0,2024-09-30T19:10:05Z
lucas shaw bloomberg netflix cancellation spiked reed hastings donated rate cancellation almost tripled backer called action streaming service say goodbye another tough week hollywood,Kamala Harris,-0.128,2024-09-30T19:10:05Z
vc power player ben horowitz say hell donate read memo,Kamala Harris,-0.6808,2024-10-05T01:26:58Z
ben horowitz cofounder andreessen horowitz showed support campaign email az employee show relationship,Kamala Harris,0.4019,2024-10-05T01:26:58Z
get unhinged even minute interview,Kamala Harris,0.0,2024-10-08T13:09:13Z
retreat bail face minute town hall howard stern blitz,Kamala Harris,0.2023,2024-10-07T23:38:01Z
springsteen endorses call dangerous candidate president lifetime,Kamala Harris,-0.1779,2024-10-03T23:10:33Z
last month received endorsement pop superstar taylor swift today presidential candidate got support new jersey legend bruce springsteen new instagram post,Kamala Harris,0.7003,2024-10-03T23:10:33Z
tech vc ben horowitz flip make significant donation,Kamala Harris,0.2023,2024-10-05T14:57:24Z
horowitz wa one several tech executive supported campaign summer planned donate presidential candidate alongside fellow andreessen horowitz cofounder marc andreessen,Kamala Harris,0.3182,2024-10-05T14:57:24Z
strange apprentice bedfellow biopic director boost roger stone praise jeremy strongs uncanny roy cohn performance,Kamala Harris,0.6705,2024-10-08T21:57:33Z
thought liz cheney singing electoral choirbook last week wa political headturner wait see apprentice director ali abbasi linking proving political artistic bedfellow,Kamala Harris,0.0,2024-10-08T21:57:33Z
threatening deport legal immigrant,Kamala Harris,-0.4404,2024-10-03T13:25:55Z
official doanld plan massive deportation would apply legal immigrant well undocumented immigrant exclusive interview newsnation said planned strip legal status haitian immigrant spri,Kamala Harris,0.5574,2024-10-03T13:25:55Z
attend two fundraiser texas week,Kamala Harris,0.0,2024-10-02T12:00:05Z
latest news live update election president biden tour hurricane helene damage,Kamala Harris,-0.4939,2024-10-02T12:00:05Z
elon musk isnt apologizing post assassination,Kamala Harris,0.5216,2024-10-08T00:32:43Z
xtucker carlson elon musk offered explanation controversial post x last month one even trying assassinate joe biden harrisin lengthy sitdown fellow supporter tucker carlson musk told former fo,Kamala Harris,0.0772,2024-10-08T00:32:43Z
ha outfoxed change candidate,Kamala Harris,0.34,2024-10-08T16:59:15Z
critical come across representing change unpopular biden administration poll show beginning look fresher persuadable voter tired act could change,Kamala Harris,-0.6369,2024-10-08T16:59:15Z
v poll rock fight ha slight advantage,Kamala Harris,0.2023,2024-10-03T17:44:53Z
poll show harristrump rock fight without much recent movement may come ground game could small crucial edge,Kamala Harris,-0.3818,2024-10-03T17:44:53Z
hit back republican repeated attack childless status,Kamala Harris,-0.4767,2024-10-06T20:52:55Z
call daddy new interview call daddy podcast host alex cooper vice president spoke length relationship modern family opening helping raise stepchild child divorce,Kamala Harris,0.296,2024-10-06T20:52:55Z
watch minute interview,Kamala Harris,0.0,2024-10-07T23:55:32Z
watch vice president discusses economy immigration ongoing war mideast difference former president election interview,Kamala Harris,-0.5994,2024-10-07T23:55:32Z
liz cheney go bat,Kamala Harris,0.0,2024-10-05T10:00:00Z
gop rep liz cheney joined vice president campaign trail wisconsin birthplace republican party didnt like,Kamala Harris,0.1506,2024-10-05T10:00:00Z
vp make case president,Kamala Harris,0.0,2024-10-08T00:01:00Z
election interview vice president discusses economy immigration ongoing ukraine mideast war difference former president,Kamala Harris,-0.5994,2024-10-08T00:01:00Z
scoop interview choice showcase new medium landscape,Kamala Harris,0.1531,2024-10-07T14:33:27Z
plus interview team behind nutter butter fever dream buttigieg musk show value picking phone less month presidential election candidate picking interview schedule vice presid,Kamala Harris,0.5267,2024-10-07T14:33:27Z
bruce springsteen endorses president,Kamala Harris,0.34,2024-10-04T22:38:38Z
source dangerous candidate president lifetime walz committed vision country respect includes everyone regardless class religion race politica,Kamala Harris,0.4767,2024-10-04T22:38:38Z
censorship threat democracy vance,Kamala Harris,-0.5267,2024-10-02T06:41:24Z
democratic nominee want silence accuses misinformation republican vicepresidential candidate ha said read full article rtcom,Kamala Harris,-0.25,2024-10-02T06:41:24Z
campaign liz cheney,Kamala Harris,0.0,2024-10-03T23:58:00Z
vice president thursday appeared one highestprofile republican endorse former rep liz cheney come former first lady melania unexpectedly came favor abortion right video promoting upcoming,Kamala Harris,0.7579,2024-10-03T23:58:00Z
giulianis daughter reveals dad reacted endorsement,Kamala Harris,0.3182,2024-10-06T21:10:31Z
msnbc caroline giuliani daughter former new york city mayor ardent supporter rudy giuliani ha revealed father responded endorsement harrisgiuliani said ha forced open conversation,Kamala Harris,0.8074,2024-10-06T21:10:31Z
lara say fatherinlaw wa joking around wild attack,Kamala Harris,-0.296,2024-10-03T05:24:47Z
extrump aide get emotional liz cheney speaking,Kamala Harris,0.1531,2024-10-04T17:19:37Z
abcscreengrab liz cheney ha big fan one view cohosts alyssa farah griffin whose voice seemed crack friday show lauded former congresswoman whats righti watched person person admired looked,Kamala Harris,0.7906,2024-10-04T17:19:37Z
republican senator think electing total fiasco,Kamala Harris,-0.5106,2024-10-02T11:52:19Z
jeff flake endorsing day wa clear seen much know wont respect rule law attack democracy flake like republican whove chosen stand country partyjoe,Kamala Harris,-0.1416,2024-10-02T11:52:19Z
eugenics attack migrant murder gene,Kamala Harris,-0.8316,2024-10-07T16:59:05Z
interview hugh hewitt reiterated fascination eugenics insanely claimed migrant coming country murder gene wa rambling disassembling attack vp addled brain went,Kamala Harris,-0.6808,2024-10-07T16:59:05Z
lara tell kristen welker wa joking around calling mentally disabled,Kamala Harris,0.2263,2024-10-02T19:02:24Z
lara told nbcs kristen welker joking around attack vp running mate mentally disabled moron post lara tell kristen welker wa joking around calling,Kamala Harris,-0.5423,2024-10-02T19:02:24Z
campaigning liz cheney show effort win antitrump republican,Kamala Harris,0.5859,2024-10-03T21:28:01Z
rep liz cheney campaigning thursday ripon wisconsin widely known birthplace republican party,Kamala Harris,0.4019,2024-10-03T21:28:01Z
everywhere anxious dems wonder isnt politico,Kamala Harris,-0.25,2024-10-05T13:45:02Z
politico everywhere anxious dems wonder isnt everywhere democrat increasingly wondering isnt democratic operative including staffer growing increasingly concerned,Kamala Harris,-0.0772,2024-10-05T13:45:02Z
view reveals commercial break right cohost blurts racist,Kamala Harris,-0.6124,2024-10-08T18:47:38Z
view revealed vp wa commercial break right one cohosts blurted racist post view reveals commercial break right cohost blurts,Kamala Harris,-0.6124,2024-10-08T18:47:38Z
cnn crew crack van jones say melania onstage next week abortion bomb,Kamala Harris,-0.4939,2024-10-03T14:53:19Z
cnn analyst van jones drew laugh said melania would onstage vp next week big abortion announcement post cnn crew crack van jones say melania onstage next w,Kamala Harris,0.5574,2024-10-03T14:53:19Z
kidding rip full lie asked abortion execute baby whopper,Kamala Harris,0.1027,2024-10-07T13:54:35Z
vp ripped asked lie state allow people execute baby born saying guy full lie post kidding rip full lie asked abortion exec,Kamala Harris,0.3182,2024-10-07T13:54:35Z
liz cheney stupid warhawk,Kamala Harris,-0.5267,2024-10-04T11:27:13Z
want shoot missile people said former wyoming congresswoman campaigned thursday,Kamala Harris,-0.2732,2024-10-04T11:27:13Z
bruce springsteen back blast world scott dworkinthe dworkin report,Kamala Harris,0.0,2024-10-04T17:45:00Z
scott dworkin dworkin report bruce springsteen back blast world bos ha spoken yesterday rock legend bruce springsteen endorsed president instagram video instantly went vira,Kamala Harris,0.5267,2024-10-04T17:45:00Z
jd vance right owns border disaster,Kamala Harris,-0.6249,2024-10-02T02:17:53Z
tuesday vice presidential debate ohio sen jd vance schooled minnesota gov tim walz actually responsible america ongoing border crisis vice president moment came cbs moderator democrat hack magaret br,Kamala Harris,-0.4215,2024-10-02T02:17:53Z
undergoes minute grilling sits natasha koreckinbc news,Kamala Harris,0.0,2024-10-08T02:30:05Z
natasha korecki nbc news undergoes minute grilling sits refused say whether biden administration early border policy wa mistake backed interview program vice president ka,Kamala Harris,-0.5423,2024-10-08T02:30:05Z
jill stein see lesser evil interview,Kamala Harris,-0.6597,2024-10-07T03:10:02Z
dearborn michigan widespread anger among arab american muslim u support israel war gaza lebanon could cost vice president democratic nominee election gr,Kamala Harris,-0.7096,2024-10-07T03:10:02Z
elon musk joke assassination pointless,Kamala Harris,-0.4019,2024-10-08T13:09:46Z
trumpsupporting tech billionaire ha repeated false claim nobody trying assassinate,Kamala Harris,0.34,2024-10-08T13:09:46Z
